chavepar;arquivo_psg;arquivo_hyp;canal;frequencia_amostragem_hz;indice_epoca;inicio_epoca_s;id_estagio;estagio;media;desvio_padrao;variancia;minimo;maximo;pico_a_pico;valor_rms;assimetria;curtose_excesso;potencia_delta;potencia_theta;potencia_alpha;potencia_beta;potencia_total;relativo_delta;relativo_theta;relativo_alpha;relativo_beta;razao_delta_theta;razao_delta_alpha
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;12;29190.0;1;Acordado;-1.6781156594165797e-07;1.43116646823339e-05;2.0482374597956347e-10;-6.486720257821142e-05;3.841834019941128e-05;0.0001032855427776;1.4310263174352669e-05;-0.9445315164565417;2.4394390896386984;1.5474229766570038e-10;2.5279794913302528e-11;4.014660416111082e-12;9.236326229193402e-12;1.9327307922430744e-10;0.7965195089487161;0.1301250539407702;0.0206650372359402;0.0475430062985162;5.888261235530861;30.85798136371207
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;13;29220.0;1;Acordado;4.29207120165438e-07;1.7836389358877178e-05;3.18136785361467e-10;-6.564502942623391e-05;4.828899115810021e-05;0.0001139340205843;1.7838580619498492e-05;-0.7905601724064002;1.099714877407184;2.4858022015361636e-10;2.965266403237059e-11;4.731622874901578e-12;8.830667205679912e-12;2.917951742665684e-10;0.8489901542137522;0.1012744288106812;0.0161601805315062;0.0301598796079891;8.109579640161275;43.369953951808974
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;14;29250.0;1;Acordado;-5.390240947921519e-07;2.258416528317743e-05;5.100445215378765e-10;-7.347173501252093e-05;7.488483653679397e-05;0.0001483565715493;2.2586833635375516e-05;-0.2478095834390878;0.589386973036965;3.8713309582812176e-10;4.6830078664953506e-11;5.893366719445809e-12;1.1249884210708016e-11;4.5110642542322914e-10;0.8562875333296046;0.1035819798869582;0.0130353527135317;0.0248832654837336;8.093925551324368;56.16023513387741
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;15;29280.0;1;Acordado;2.7570822638302856e-07;1.951872571418476e-05;3.809806535055772e-10;-7.685957728392379e-05;6.138646229048708e-05;0.0001382460395744;1.9517419782863302e-05;-0.6242429628867091;1.382945741844236;3.0722084889663827e-10;3.0670866976880146e-11;4.215927960335879e-12;9.01590777349375e-12;3.51123551607348e-10;0.8724802629482149;0.0871025719151019;0.0119728656066636;0.0256043872451546;9.70042434016444;58.90051611772163
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;16;29310.0;1;Acordado;1.3171631872756504e-07;1.6744548400186178e-05;2.8037990112617744e-10;-6.7673616210025e-05;6.333145452463147e-05;0.0001310050707346;1.674227554270191e-05;-0.5671626694605323;2.0059658133920726;2.0532189938557182e-10;2.7673842351755787e-11;3.769122938369711e-12;9.65489733411542e-12;2.4641976200981266e-10;0.8298524649677285;0.1118497654631898;0.0152337182274883;0.039022337002056;7.160599436475569;43.05233940053547
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;17;29340.0;1;Acordado;-1.371364584245905e-07;1.8223334249748723e-05;3.3208991117806484e-10;-6.995543747593538e-05;4.984302672221376e-05;0.0001197984641981;1.822081285094698e-05;-0.6745093278194032;0.937993790595626;2.4087358455208166e-10;3.297167770630303e-11;4.801978713516773e-12;8.815585604171559e-12;2.87462826576073e-10;0.8350246976747238;0.1143013056401837;0.016646785204576;0.0305605602940548;7.090423576795869;41.51576495634541
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;18;29370.0;1;Acordado;-6.794265823923439e-08;1.949629982415728e-05;3.801057068334351e-10;-8.323524344847707e-05;6.478389270220294e-05;0.0001480191361506;1.9493168576092645e-05;-0.6406069954121573;1.6301804017180466;2.5578685079414083e-10;2.8885900934169095e-11;7.500435856529477e-12;1.310895877603248e-11;3.052821463608718e-10;0.8351347077630971;0.09431140952021;0.0244886486060216;0.042800270703951;8.558779986508455;30.09102769685182
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;19;29400.0;1;Acordado;3.285224022780387e-07;2.2825120453225505e-05;5.209861237042533e-10;-0.000105993214279;6.444983521716933e-05;0.0001704430494961;2.282368043571889e-05;-0.1610012170131791;0.4539948283109121;3.565184010558754e-10;3.522596545061905e-11;8.526257285708225e-12;2.0736469100041257e-11;4.21007092892244e-10;0.84481613475371;0.0834724487903659;0.0202040615651105;0.049137726472612;9.841515515766138;37.424813372481815
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;20;29430.0;1;Acordado;-4.369776288836874e-07;2.4609610343868817e-05;6.05632921277055e-10;-8.254480681054669e-05;9.291138208071244e-05;0.0001754561888912;2.4609388311877527e-05;-0.0573476381758147;0.9769479440936132;4.0274006705417957e-10;3.9134645038115666e-11;1.1779963208484543e-11;1.6380754865270433e-11;4.700354301660502e-10;0.8550101356753673;0.0830821686265083;0.0250086563644094;0.0347760567809004;10.034723533039829;31.51339800311809
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;21;29460.0;1;Acordado;-2.763679582244745e-07;2.9666060991675205e-05;8.800751747617931e-10;-0.0001057035690469;0.0001194325251573;0.0002251360942042;2.9662403739726477e-05;0.1357932026663753;1.3335358486093902;5.161386144826684e-10;4.824330763036042e-11;1.089362366265944e-11;1.6728909599353685e-11;5.920044553750417e-10;0.870378982492197;0.0813540390684742;0.0183702222874022;0.0282104281809714;10.481396139288758;43.39624567936419
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;22;29490.0;1;Acordado;3.689040063715701e-07;2.8293220551951768e-05;8.005063292013858e-10;-0.0001051379034434;9.52063861558764e-05;0.0002003442895992;2.8290909916866157e-05;-0.3188293226883799;1.459788221938421;3.758122203148487e-10;5.251719706337372e-11;1.3904043335135811e-11;2.001701810009131e-11;4.622504788134495e-10;0.8112505814941378;0.1133667410293651;0.0300140938240345;0.0432099242538552;7.022270240906325;25.21545407942308
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;23;29520.0;1;Acordado;1.139364182484954e-07;2.838242215440597e-05;8.055618873509147e-10;-9.136688704981112e-05;0.0001088580685035;0.0002002249555533;2.837792008286021e-05;0.003524238871371;1.0206197316587202;5.505105380298987e-10;4.6388088539026755e-11;7.483009428397855e-12;1.7397639427557412e-11;6.217792754248808e-10;0.8839577034003292;0.0744856008693919;0.012015508100029;0.0279354823034022;11.6170657015744;64.8956649967877
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;24;29550.0;1;Acordado;7.312320252072497e-08;2.6843340097897263e-05;7.205649076113793e-10;-8.858025099327613e-05;9.277022125858668e-05;0.0001813504722518;2.6838965447863097e-05;-0.3972210916821239;0.9190047205241152;4.2184287217026755e-10;4.971012377990832e-11;1.2290159469766652e-11;2.7922343580976947e-11;5.117654990009196e-10;0.8226818555308283;0.0969451413497286;0.023968382220943;0.0544544116860071;8.318711151271227;31.740994013646272
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;25;29580.0;1;Acordado;-3.678028308420502e-07;2.2206312937967288e-05;4.931203342989334e-10;-8.793869780880207e-05;5.6704980250336094e-05;0.0001446436780591;2.2205657832555703e-05;-0.6840163106201103;1.098785665858605;2.9688849076250955e-10;3.8328184784405775e-11;7.546356936588428e-12;1.1231603898286678e-11;3.539946363817905e-10;0.8363182435331538;0.1079683489729813;0.0212576646608047;0.0316387988640123;7.549000605800407;34.73860183530117
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;26;29610.0;1;Acordado;5.717483214963214e-07;2.610854699973168e-05;6.816562264371981e-10;-8.480167102125357e-05;9.269762353297384e-05;0.0001774992945542;2.611045583359637e-05;-0.1194849411171214;0.6998886882986914;3.771983857769061e-10;5.7306846037582384e-11;8.648681678655821e-12;1.0242879711256702e-11;4.533967932044012e-10;0.8301079396201442;0.1261163082456087;0.019033324636086;0.0225417077418703;6.469195496079111;39.09325629545015
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;27;29640.0;1;Acordado;-3.653048318525426e-07;2.929989962993183e-05;8.584841183240794e-10;-0.0001176983063731;0.0001212260097084;0.0002389243160816;2.929729346836461e-05;0.1942476451356023;2.203894181161262;5.840453591691285e-10;4.9568098622734326e-11;7.884021777521883e-12;1.889323214342928e-11;6.603907117128137e-10;0.8830564881333413;0.0749452596550185;0.0119203696663724;0.0285659169517231;11.549680036942386;65.74109944742196
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;28;29670.0;1;Acordado;1.2637379507912594e-07;2.387195228652178e-05;5.698701059699723e-10;-7.718486062593632e-05;0.0001015530350628;0.0001787378956887;2.3868307849616512e-05;-0.1463829369205409;1.25095118339509;3.5155263355236925e-10;3.009646980473182e-11;6.846367905827565e-12;1.215513279610294e-11;4.0065060405903156e-10;0.875269774275506;0.0749319669896686;0.0170455810015944;0.0302629516133292;11.305226469754292;44.80450544401163
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;29;29700.0;1;Acordado;-3.9526765325665916e-07;2.3372091176095485e-05;5.462546459437204e-10;-7.827794965395498e-05;9.367387812948004e-05;0.0001719518277834;2.3371538194553008e-05;-0.0193407948151468;1.2282119837459735;3.8838345293773166e-10;3.8087360008636156e-11;9.445887250365626e-12;1.6870063782942738e-11;4.5278676397967613e-10;0.8558721491381494;0.0839322850111643;0.0208156958293051;0.0371761918196853;9.936292777304995;37.18051359630916
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;30;29730.0;1;Acordado;8.621471095311618e-07;2.734016816580677e-05;7.474847953345937e-10;-7.788966249754436e-05;0.00010411525171;0.0001820049142075;2.734920348702356e-05;0.4764183063499485;1.0655858532312088;4.0624280872341344e-10;3.1208821014098647e-11;6.852352951483318e-12;1.4525902720789586e-11;4.588298854097851e-10;0.8834632580728924;0.0678703625065308;0.0149019304071042;0.031589731728386;12.612781093278462;51.73516922041486
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;31;29760.0;1;Acordado;-6.933529825550726e-07;2.296046591555381e-05;5.271829950593083e-10;-8.774651642450487e-05;8.142986354086305e-05;0.0001691763799653;2.2967107039257397e-05;-0.4372987837761791;1.435762094719835;3.624226905876752e-10;2.8342448175827046e-11;6.999479563254601e-12;1.1714159565116152e-11;4.09478777891873e-10;0.8829267433726949;0.0690472923384431;0.0170519888974586;0.0285377958521447;12.351480981271596;45.3057836727847
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;32;29790.0;1;Acordado;1.8497579489988137e-07;2.751010562076172e-05;7.568059112654655e-10;-9.747864941856858e-05;0.000104570703515;0.0002020493529336;2.750614219902668e-05;0.0422459142902022;1.0160202097629591;4.2919566262340164e-10;3.53759352430916e-11;7.538067403487736e-12;1.3564507911248295e-11;4.856741731812291e-10;0.8818952931442626;0.0726891567141332;0.0154889406894429;0.0278718466249843;11.798890111146026;50.268479076199206
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;33;29820.0;1;Acordado;-4.5211697650658657e-07;2.4740946379539324e-05;6.1211442775524e-10;-9.285349527635368e-05;8.125661724322551e-05;0.0001741101125195;2.474095388971695e-05;-0.4741669711471704;1.395127934438649;4.253556609597763e-10;2.6258958954636848e-11;7.397647053960779e-12;1.1830735956650675e-11;4.708430029250245e-10;0.9014770979392164;0.0556518986015553;0.0156781959425098;0.0250734585091019;15.604251859641243;50.65176688500571
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;34;29850.0;1;Acordado;2.8670554091014185e-07;2.651093046506609e-05;7.028294341235692e-10;-0.0001041231619793;7.256332761891956e-05;0.0001766864895983;2.65080621266949e-05;-0.6082563163338418;1.5798417037880412;4.885919557305231e-10;4.256899458600532e-11;7.118694260487351e-12;1.0462821935964602e-11;5.487424665129806e-10;0.8887651682244315;0.0774344300814537;0.0129491438157238;0.019032224311013;11.214212317110997;60.181100562985584
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;35;29880.0;1;Acordado;-3.500880411702933e-08;3.1192219958703136e-05;9.729545859521183e-10;-8.704109880486312e-05;0.0001132665168388;0.0002003076156437;3.118704047153508e-05;0.1006033614118616;0.7571681038433971;4.220998167503105e-10;2.514449408682672e-11;5.201178721233204e-12;1.0785666718522044e-11;4.6323115627689244e-10;0.9092449118140348;0.0541637366360417;0.0112038553442779;0.0232333969245461;16.144883712360365;68.06767482849926
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;36;29910.0;1;Acordado;6.944343700946426e-08;2.5363776312065244e-05;6.43321148808482e-10;-9.57618124405135e-05;9.075726078871132e-05;0.0001865190732292;2.535964374387956e-05;-0.2432914991715726;1.0254317410094709;3.3571543204664456e-10;4.2986945601667906e-11;8.737442165063746e-12;1.4002897802992598e-11;4.0144271761636887e-10;0.8341943271704757;0.1068150663932388;0.0217110206809426;0.0347947600740062;7.632160575248371;34.47675748474619
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;37;29940.0;1;Acordado;2.858294417636824e-07;2.691110495239468e-05;7.242075697588013e-10;-0.00012105432385;9.501358040700336e-05;0.000216067904257;2.690813753691116e-05;-0.4540833458604527;1.0809319091285516;5.26845681077685e-10;6.296894500973697e-11;1.179929983049642e-11;2.6547594385439058e-11;6.281615203033575e-10;0.8373774683862742;0.1000839100575886;0.0187540074364485;0.0421951971453035;8.235960136555194;41.16207043000816
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;38;29970.0;1;Acordado;1.1303640790121465e-08;3.0152394325880988e-05;9.0916688358342e-10;-0.0001133971441202;0.0001050605744304;0.0002184577185506;3.0147370627102025e-05;-0.2422936881015447;1.4222154783180103;5.194315721916718e-10;4.386567855287545e-11;1.1414157644370191e-11;3.102916947572812e-11;6.057405778646457e-10;0.8561015879632643;0.0722972554551332;0.0188122536398356;0.0511407520903443;11.577481695267512;41.84187015115226
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;39;30000.0;1;Acordado;5.184462252295719e-08;2.685377834981785e-05;7.211254116611461e-10;-9.71938597011902e-05;7.991364436821163e-05;0.0001771075040694;2.68493524016653e-05;-0.2459051960209677;0.4980950849393482;4.671796131306017e-10;2.608493706873603e-11;6.258064402824514e-12;1.1903008781214428e-11;5.114256233833767e-10;0.9117022877309868;0.0509048257511125;0.0122126297305442;0.0232287540631219;17.248687414151835;64.36696992503902
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;40;30030.0;1;Acordado;-3.861823528395915e-07;2.5682599659825684e-05;6.595959252868783e-10;-8.32101774427598e-05;7.089802407885082e-05;0.0001541082015216;2.568122264979014e-05;-0.3848264047858808;0.4804200947761217;4.671670530356777e-10;4.959420425203596e-11;6.769940027452342e-12;9.652011544539829e-12;5.33183208859706e-10;0.8745446230571639;0.0928411889956298;0.0126734422107796;0.0180687288264704;9.233608077092716;60.12492392284984
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;41;30060.0;1;Acordado;5.255459540150875e-08;2.8744697662203305e-05;8.262576436914758e-10;-0.0001086588902846;0.000115887490483;0.0002245463807677;2.87399545313212e-05;0.1496889899881231;1.938855299033828;4.89611798540529e-10;4.9538880358302456e-11;9.163532338997856e-12;1.0194626804811612e-11;5.58508838042641e-10;0.8750742888233248;0.0885399425174531;0.016377815176352;0.0182206716170489;9.687824405078974;48.17338915348064
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;42;30090.0;1;Acordado;3.347412039128884e-07;1.8872070732297015e-05;3.5615505372482166e-10;-7.222993143904821e-05;8.750810364657185e-05;0.0001597380350856;1.8871894103326695e-05;-0.0055002958043479;1.9355193717076808;2.2054887218738412e-10;2.4805070264647613e-11;6.229657534474117e-12;7.813016053673129e-12;2.5939661604017897e-10;0.8469728813732113;0.095258804211266;0.0239237269255176;0.0300042918087214;8.54672627997186;30.506129942630373
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;43;30120.0;1;Acordado;-2.523082375724003e-07;3.268857989806677e-05;1.068543255752295e-09;-0.0001185559973091;0.0001209359115497;0.0002394919088588;3.268410522125076e-05;0.1077185601237441;1.588414570578756;5.531944391313706e-10;3.836108138949813e-11;9.57517774662532e-12;1.0961136450927688e-11;6.120918347184216e-10;0.902302734769644;0.0625698781441388;0.0156178523418485;0.0178784577288684;14.054350632728488;52.31065163967597
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;44;30150.0;1;Acordado;1.574315106038494e-07;2.434419614981953e-05;5.92639886180888e-10;-7.703056214836325e-05;9.643886162449343e-05;0.0001734694237728;2.43406475721722e-05;0.0594953861419521;1.1775700972519498;4.4382417240790135e-10;3.0692147273219616e-11;6.818574609244765e-12;1.0560661842319871e-11;4.918955561326857e-10;0.9004426331010085;0.0622690687537004;0.0138337108630965;0.0214257599017122;14.004231666023465;56.76535616647042
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;45;30180.0;1;Acordado;-3.207215161002143e-07;2.3626477368426e-05;5.582104328407459e-10;-8.993580171509478e-05;8.926110402613024e-05;0.0001791969057412;2.3624716400146592e-05;-0.0952439742675338;1.853530240138122;3.5612595193787355e-10;2.8735510230374497e-11;6.39652160580525e-12;9.761785338530803e-12;4.0101976911258387e-10;0.8858418896264327;0.0714778536732288;0.0159109628362925;0.0242818539995655;11.976453377756226;48.14776065256995
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;46;30210.0;1;Acordado;3.16684357313816e-07;3.359623726529397e-05;1.1287071583859271e-09;-0.0001013429182068;0.0001181586466577;0.0002195015648646;3.3592130204091445e-05;-0.1278668475601522;0.4183460948497344;6.967749990606692e-10;6.981228821897985e-11;1.0594995408723098e-11;1.3300490871916096e-11;7.904827735602881e-10;0.8803413319109908;0.0882044316706308;0.0133862615367661;0.0168045235047721;9.839746978744184;60.09273608995778
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;47;30240.0;1;Acordado;1.4148544057914682e-07;4.464538486103636e-05;1.9932103893900547e-09;-0.0001223975267152;0.0001410546443507;0.0002634521710659;4.463816757055357e-05;0.2906666210171;0.372194841308811;1.264690669169442e-09;1.3783838973433464e-10;1.6065957687411528e-11;1.4314352085757209e-11;1.4329093686769458e-09;0.8819878695236923;0.0961276861322949;0.0112043048454557;0.0099827453522846;9.109084825813744;74.10604739178065
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;48;30270.0;1;Acordado;-4.379597467023415e-07;2.8765908683906423e-05;8.274775024108429e-10;-0.0001036862077492;0.0001125894420807;0.00021627564983;2.8764448288059297e-05;-0.1959660907882702;1.1522656314558652;5.64122605946038e-10;4.8551003064775487e-11;8.335871438325326e-12;1.1543765262401596e-11;6.325532457115407e-10;0.8904107267455865;0.0766328692866975;0.0131573336491447;0.0182206710178508;11.384685900476915;60.42527574128964
SC4001E;SC4001E0-PSG.edf;SC4001EC-Hypnogram.edf;Fpz-Cz;100.0;49;30300.0;1;Acordado;-9.125321668655524e-07;4.217096328324244e-05;1.778390144236582e-09;-0.0001145075207254;0.0001367332839351;0.0002512408046606;4.217380777778313e-05;0.2294541889420189;0.983499448446154;1.0664439264097642e-09;2.6796337102886184e-11;7.168695928566732e-12;1.1712318696725387e-11;1.1121212781379424e-09;0.9580662479058336;0.0240731514428614;0.0064401750908568;0.0105220508553372;38.366347424209074;130.5525307509985
