chavepar,arquivo_psg,arquivo_hyp,canal,frequencia_amostragem_hz,indice_epoca,inicio_epoca_s,id_estagio,estagio,media,desvio_padrao,variancia,minimo,maximo,pico_a_pico,valor_rms,assimetria,curtose_excesso,potencia_delta,potencia_theta,potencia_alpha,potencia_beta,potencia_total,relativo_delta,relativo_theta,relativo_alpha,relativo_beta,razao_delta_theta,razao_delta_alpha,razao_alpha_theta,hjorth_complexidade
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,10,29130.0,1,Acordado,1.7624433091900722e-07,2.018699769362828e-05,4.075148758825535e-10,-8.637951493874434e-05,5.111545992274091e-05,0.00013749497486148526,2.0184402385376035e-05,-0.7784422221392551,1.381281041792759,3.010146475812541e-10,4.840522341682698e-11,6.92791558944201e-12,5.350208160365976e-12,3.616979947478892e-10,0.8299319321864156,0.1334587566453831,0.019101058428121702,0.014751137965581796,6.0927696863471965,37.96895213946651,0.1402263791217352,3.9917528906434274
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,11,29160.0,1,Acordado,2.056129415813108e-08,1.8569820547241605e-05,3.448382351567565e-10,-7.213531064065349e-05,5.394617184729338e-05,0.00012608148248794687,1.8566736704256577e-05,-0.6717051207023608,1.4441768387740712,2.860250040959403e-10,3.5518661282189157e-11,5.367586878838405e-12,8.485495207132905e-12,3.353967474641008e-10,0.8502609084425348,0.10558562634729278,0.0159561200258371,0.025224664837279528,7.8322970791768896,44.918900917786594,0.1469820275546705,4.113683204085052
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,12,29190.0,1,Acordado,-1.6781156594165805e-07,1.4311664682333903e-05,2.0482374597956357e-10,-6.486720257821142e-05,3.841834019941128e-05,0.0001032855427776227,1.4310263174352669e-05,-0.9445315164565415,2.4394390896386984,1.5474229766570043e-10,2.527979491330254e-11,4.014660416111083e-12,9.236326229193405e-12,1.932730792243075e-10,0.7965195089487161,0.13012505394077023,0.02066503723594024,0.04754300629851629,5.88826123553086,30.857981363712074,0.15276604818856127,3.468236529831121
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,13,29220.0,1,Acordado,4.292071201654381e-07,1.783638935887718e-05,3.1813678536146717e-10,-6.564502942623391e-05,4.8288991158100245e-05,0.00011393402058433415,1.7838580619498496e-05,-0.7905601724064003,1.0997148774071839,2.485802201536165e-10,2.965266403237061e-11,4.73162287490158e-12,8.830667205679917e-12,2.917951742665686e-10,0.8489901542137522,0.10127442881068124,0.016160180531506245,0.03015987960798917,8.109579640161275,43.36995395180898,0.1543625333806148,4.1046226504354
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,14,29250.0,1,Acordado,-5.390240947921517e-07,2.2584165283177433e-05,5.100445215378768e-10,-7.347173501252094e-05,7.4884836536794e-05,0.00014835657154931494,2.2586833635375513e-05,-0.24780958343908813,0.589386973036965,3.8713309582812186e-10,4.683007866495355e-11,5.893366719445812e-12,1.124988421070802e-11,4.511064254232294e-10,0.8562875333296044,0.10358197988695828,0.013035352713531703,0.024883265483733593,8.093925551324363,56.1602351338774,0.12321465663329648,4.461841736871716
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,15,29280.0,1,Acordado,2.757082263830288e-07,1.951872571418476e-05,3.8098065350557733e-10,-7.685957728392379e-05,6.138646229048707e-05,0.00013824603957441088,1.951741978286331e-05,-0.6242429628867089,1.3829457418442352,3.072208488966385e-10,3.067086697688016e-11,4.215927960335883e-12,9.015907773493751e-12,3.511235516073481e-10,0.8724802629482151,0.08710257191510197,0.011972865606663684,0.025604387245154684,9.700424340164439,58.900516117721615,0.13311691035845416,4.321017373669125
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,16,29310.0,1,Acordado,1.31716318727565e-07,1.674454840018618e-05,2.8037990112617754e-10,-6.767361621002501e-05,6.333145452463147e-05,0.00013100507073465648,1.6742275542701913e-05,-0.5671626694605324,2.0059658133920726,2.0532189938557185e-10,2.7673842351755807e-11,3.769122938369713e-12,9.654897334115421e-12,2.4641976200981276e-10,0.8298524649677285,0.11184976546318985,0.015233718227488344,0.03902233700205606,7.160599436475566,43.052339400535466,0.13144812934841693,3.884333750300366
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,17,29340.0,1,Acordado,-1.3713645842459066e-07,1.8223334249748727e-05,3.3208991117806494e-10,-6.995543747593539e-05,4.984302672221376e-05,0.00011979846419814915,1.8220812850946984e-05,-0.6745093278194033,0.9379937905956268,2.4087358455208176e-10,3.297167770630304e-11,4.801978713516775e-12,8.81558560417156e-12,2.874628265760731e-10,0.8350246976747239,0.1143013056401837,0.0166467852045761,0.030560560294054816,7.090423576795871,41.515764956345414,0.14135241582801855,4.141906425668401
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,18,29370.0,1,Acordado,-6.794265823923453e-08,1.949629982415728e-05,3.801057068334352e-10,-8.323524344847709e-05,6.478389270220298e-05,0.00014801913615068008,1.949316857609265e-05,-0.6406069954121572,1.6301804017180457,2.557868507941409e-10,2.8885900934169098e-11,7.50043585652948e-12,1.3108958776032486e-11,3.05282146360872e-10,0.8351347077630968,0.09431140952021,0.024488648606021627,0.04280027070395108,8.558779986508457,30.091027696851814,0.25096903965020156,3.884338366600286
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,19,29400.0,1,Acordado,3.285224022780388e-07,2.282512045322551e-05,5.209861237042535e-10,-0.00010599321427903032,6.444983521716934e-05,0.00017044304949619967,2.282368043571889e-05,-0.16100121701317915,0.45399482831091253,3.565184010558756e-10,3.5225965450619054e-11,8.526257285708225e-12,2.073646910004127e-11,4.210070928922442e-10,0.8448161347537101,0.08347244879036594,0.020204061565110544,0.049137726472612026,9.84151551576614,37.42481337248183,0.23536314849443224,3.916760927969245
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,20,29430.0,1,Acordado,-4.3697762888368773e-07,2.460961034386882e-05,6.056329212770553e-10,-8.25448068105467e-05,9.291138208071249e-05,0.00017545618889125918,2.460938831187753e-05,-0.057347638175814196,0.9769479440936122,4.027400670541796e-10,3.913464503811569e-11,1.1779963208484547e-11,1.6380754865270436e-11,4.700354301660504e-10,0.8550101356753671,0.08308216862650834,0.02500865636440947,0.03477605678090045,10.034723533039825,31.513398003118095,0.2935110849316636,4.420167624309379
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,21,29460.0,1,Acordado,-2.763679582244743e-07,2.9666060991675208e-05,8.800751747617934e-10,-0.00010570356904696039,0.00011943252515733743,0.0002251360942042978,2.9662403739726477e-05,0.13579320266637507,1.3335358486093885,5.161386144826685e-10,4.824330763036044e-11,1.0893623662659442e-11,1.672890959935369e-11,5.920044553750421e-10,0.8703789824921969,0.0813540390684742,0.01837022228740227,0.028210428180971414,10.481396139288757,43.39624567936419,0.22122038885834494,5.1324593257569955
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,22,29490.0,1,Acordado,3.689040063715701e-07,2.829322055195177e-05,8.00506329201386e-10,-0.00010513790344342065,9.52063861558764e-05,0.00020034428959929705,2.829090991686616e-05,-0.3188293226883803,1.459788221938422,3.7581222031484886e-10,5.2517197063373745e-11,1.3904043335135813e-11,2.001701810009132e-11,4.6225047881344974e-10,0.8112505814941378,0.11336674102936511,0.030014093824034558,0.043209924253855204,7.022270240906325,25.21545407942309,0.25980514858935877,4.659651362796902
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,23,29520.0,1,Acordado,1.1393641824849537e-07,2.8382422154405976e-05,8.055618873509151e-10,-9.136688704981117e-05,0.00010885806850350615,0.00020022495555331734,2.8377920082860222e-05,0.0035242388713712766,1.0206197316587202,5.505105380298989e-10,4.6388088539026775e-11,7.483009428397855e-12,1.739763942755742e-11,6.21779275424881e-10,0.8839577034003292,0.0744856008693919,0.01201550810002901,0.027935482303402218,11.6170657015744,64.89566499678772,0.15790907924541359,4.646552004352384
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,24,29550.0,1,Acordado,7.312320252072447e-08,2.6843340097897273e-05,7.205649076113796e-10,-8.858025099327613e-05,9.27702212585867e-05,0.00018135047225186282,2.68389654478631e-05,-0.39722109168212383,0.9190047205241152,4.218428721702679e-10,4.971012377990834e-11,1.2290159469766657e-11,2.7922343580976964e-11,5.117654990009198e-10,0.8226818555308286,0.0969451413497287,0.02396838222094309,0.054454411686007134,8.31871115127123,31.740994013646283,0.24236106232176252,4.012000538455901
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,25,29580.0,1,Acordado,-3.678028308420502e-07,2.220631293796729e-05,4.931203342989335e-10,-8.793869780880209e-05,5.6704980250336094e-05,0.00014464367805913818,2.220565783255571e-05,-0.6840163106201106,1.098785665858606,2.968884907625098e-10,3.8328184784405795e-11,7.546356936588428e-12,1.1231603898286681e-11,3.5399463638179064e-10,0.836318243533154,0.10796834897298135,0.021257664660804764,0.031638798864012364,7.549000605800409,34.73860183530119,0.19188164869436508,4.497022367545276
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,26,29610.0,1,Acordado,5.717483214963215e-07,2.6108546999731685e-05,6.816562264371984e-10,-8.480167102125357e-05,9.269762353297387e-05,0.00017749929455422743,2.6110455833596366e-05,-0.11948494111712137,0.6998886882986923,3.771983857769064e-10,5.7306846037582423e-11,8.648681678655826e-12,1.0242879711256708e-11,4.5339679320440135e-10,0.8301079396201443,0.12611630824560877,0.01903332463608604,0.022541707741870337,6.469195496079111,39.093256295450146,0.14833046659874566,4.737132447064737
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,27,29640.0,1,Acordado,-3.6530483185254276e-07,2.9299899629931838e-05,8.584841183240798e-10,-0.00011769830637315551,0.00012122600970846273,0.00023892431608161824,2.9297293468364614e-05,0.19424764513560236,2.203894181161262,5.840453591691287e-10,4.9568098622734346e-11,7.884021777521887e-12,1.889323214342929e-11,6.603907117128141e-10,0.8830564881333411,0.07494525965501851,0.011920369666372407,0.02856591695172311,11.549680036942386,65.74109944742196,0.1559090017669242,4.979723555519021
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,28,29670.0,1,Acordado,1.2637379507912637e-07,2.3871952286521783e-05,5.698701059699725e-10,-7.718486062593635e-05,0.00010155303506280582,0.00017873789568874216,2.3868307849616515e-05,-0.14638293692054125,1.2509511833950908,3.5155263355236935e-10,3.0096469804731824e-11,6.846367905827564e-12,1.2155132796102947e-11,4.006506040590317e-10,0.8752697742755061,0.07493196698966861,0.017045581001594444,0.030262951613329262,11.305226469754292,44.804505444011646,0.22016543835422048,4.739527650493972
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,29,29700.0,1,Acordado,-3.9526765325665943e-07,2.3372091176095488e-05,5.462546459437205e-10,-7.827794965395497e-05,9.367387812948003e-05,0.000171951827783435,2.3371538194553014e-05,-0.019340794815147014,1.228211983745977,3.883834529377318e-10,3.808736000863618e-11,9.445887250365628e-12,1.6870063782942748e-11,4.5278676397967634e-10,0.8558721491381496,0.08393228501116438,0.020815695829305148,0.037176191819685386,9.936292777304995,37.18051359630917,0.24166091668198106,4.291990660821406
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,30,29730.0,1,Acordado,8.621471095311627e-07,2.7340168165806766e-05,7.474847953345938e-10,-7.788966249754439e-05,0.00010411525171004197,0.00018200491420758636,2.7349203487023566e-05,0.4764183063499486,1.065585853231207,4.062428087234136e-10,3.120882101409866e-11,6.852352951483321e-12,1.4525902720789587e-11,4.5882988540978524e-10,0.8834632580728924,0.06787036250653083,0.014901930407104205,0.03158973172838599,12.61278109327846,51.735169220414846,0.21274771120879782,5.388597175884619
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,31,29760.0,1,Acordado,-6.933529825550727e-07,2.296046591555381e-05,5.271829950593083e-10,-8.774651642450487e-05,8.142986354086305e-05,0.00016917637996536792,2.2967107039257394e-05,-0.4372987837761795,1.4357620947198395,3.624226905876752e-10,2.8342448175827066e-11,6.9994795632546025e-12,1.1714159565116158e-11,4.094787778918731e-10,0.8829267433726947,0.06904729233844323,0.01705198889745862,0.02853779585214479,12.351480981271587,45.305783672784685,0.2385444977635139,4.724028335856327
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,32,29790.0,1,Acordado,1.8497579489988168e-07,2.7510105620761726e-05,7.568059112654659e-10,-9.747864941856861e-05,0.00010457070351508116,0.00020204935293364977,2.7506142199026677e-05,0.04224591429020234,1.01602020976296,4.291956626234018e-10,3.537593524309161e-11,7.538067403487739e-12,1.3564507911248298e-11,4.856741731812292e-10,0.8818952931442626,0.07268915671413329,0.015488940689442935,0.02787184662498436,11.798890111146024,50.2684790761992,0.2072267655281617,5.4511867361531126
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,33,29820.0,1,Acordado,-4.521169765065862e-07,2.4740946379539327e-05,6.121144277552402e-10,-9.285349527635368e-05,8.125661724322551e-05,0.00017411011251957918,2.4740953889716954e-05,-0.47416697114717077,1.3951279344386496,4.253556609597764e-10,2.6258958954636858e-11,7.397647053960777e-12,1.1830735956650682e-11,4.708430029250248e-10,0.901477097939216,0.05565189860155533,0.01567819594250983,0.025073458509101955,15.60425185964124,50.65176688500573,0.271384063722742,5.124739566012761
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,34,29850.0,1,Acordado,2.8670554091014185e-07,2.6510930465066092e-05,7.028294341235694e-10,-0.00010412316197938511,7.256332761891956e-05,0.00017668648959830467,2.6508062126694903e-05,-0.6082563163338416,1.5798417037880412,4.885919557305233e-10,4.256899458600533e-11,7.118694260487353e-12,1.0462821935964604e-11,5.487424665129807e-10,0.8887651682244317,0.07743443008145375,0.012949143815723875,0.019032224311013004,11.214212317110997,60.181100562985584,0.16338899550309863,5.268407850325407
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,35,29880.0,1,Acordado,-3.500880411702976e-08,3.119221995870314e-05,9.729545859521189e-10,-8.704109880486313e-05,0.00011326651683888394,0.00020030761564374707,3.118704047153508e-05,0.10060336141186146,0.7571681038433953,4.2209981675031084e-10,2.514449408682673e-11,5.201178721233207e-12,1.0785666718522049e-11,4.632311562768927e-10,0.9092449118140351,0.054163736636041696,0.011203855344277973,0.023233396924546124,16.144883712360368,68.06767482849928,0.19893973484282848,6.77552423183228
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,36,29910.0,1,Acordado,6.944343700946412e-08,2.536377631206525e-05,6.433211488084823e-10,-9.576181244051355e-05,9.075726078871133e-05,0.00018651907322922488,2.535964374387956e-05,-0.2432914991715728,1.02543174100947,3.357154320466447e-10,4.298694560166793e-11,8.73744216506375e-12,1.4002897802992601e-11,4.014427176163691e-10,0.8341943271704756,0.10681506639323883,0.021711020680942644,0.034794760074006226,7.6321605752483705,34.47675748474619,0.19863716485766714,4.977326718991251
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,37,29940.0,1,Acordado,2.8582944176368284e-07,2.691110495239469e-05,7.24207569758802e-10,-0.00012105432385004907,9.50135804070034e-05,0.00021606790425705247,2.6908137536911168e-05,-0.45408334586045235,1.0809319091285507,5.268456810776854e-10,6.296894500973702e-11,1.1799299830496422e-11,2.6547594385439074e-11,6.281615203033579e-10,0.8373774683862744,0.10008391005758867,0.018754007436448505,0.04219519714530352,8.235960136555194,41.16207043000817,0.18445356303281843,4.102805002786375
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,38,29970.0,1,Acordado,1.1303640790121969e-08,3.0152394325880995e-05,9.091668835834204e-10,-0.00011339714412021202,0.00010506057443047563,0.00021845771855068765,3.0147370627102032e-05,-0.24229368810154472,1.4222154783180123,5.19431572191672e-10,4.386567855287546e-11,1.1414157644370193e-11,3.1029169475728133e-11,6.057405778646459e-10,0.8561015879632644,0.07229725545513324,0.01881225363983569,0.05114075209034436,11.577481695267515,41.84187015115228,0.25440733345687144,4.403972578778933
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,39,30000.0,1,Acordado,5.184462252295705e-08,2.6853778349817858e-05,7.211254116611464e-10,-9.719385970119023e-05,7.991364436821165e-05,0.00017710750406940188,2.6849352401665307e-05,-0.24590519602096786,0.49809508493934773,4.67179613130602e-10,2.608493706873605e-11,6.258064402824515e-12,1.1903008781214433e-11,5.11425623383377e-10,0.9117022877309869,0.05090482575111258,0.012212629730544277,0.02322875406312198,17.248687414151835,64.36696992503904,0.23105331154888134,5.6897537826820335
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,40,30030.0,1,Acordado,-3.8618235283959186e-07,2.5682599659825687e-05,6.595959252868786e-10,-8.321017744275976e-05,7.089802407885088e-05,0.00015410820152161062,2.5681222649790146e-05,-0.38482640478588076,0.48042009477612035,4.671670530356781e-10,4.959420425203599e-11,6.769940027452339e-12,9.652011544539834e-12,5.331832088597062e-10,0.8745446230571641,0.09284118899562983,0.01267344221077968,0.0180687288264704,9.233608077092715,60.124923922849895,0.133808607676242,4.717152464614439
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,41,30060.0,1,Acordado,5.2554595401509e-08,2.874469766220331e-05,8.262576436914764e-10,-0.00010865889028462775,0.0001158874904830903,0.00022454638076771803,2.8739954531321206e-05,0.14968898998812316,1.9388552990338273,4.896117985405293e-10,4.953888035830249e-11,9.16353233899786e-12,1.0194626804811614e-11,5.585088380426416e-10,0.8750742888233247,0.08853994251745315,0.016377815176352024,0.018220671617048982,9.687824405078976,48.17338915348065,0.18131648888997365,5.7311361529205405
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,42,30090.0,1,Acordado,3.347412039128886e-07,1.887207073229702e-05,3.561550537248218e-10,-7.222993143904825e-05,8.750810364657182e-05,0.00015973803508562007,1.8871894103326705e-05,-0.005500295804348012,1.935519371707679,2.2054887218738422e-10,2.4805070264647623e-11,6.229657534474117e-12,7.813016053673132e-12,2.593966160401791e-10,0.846972881373211,0.09525880421126597,0.023923726925517662,0.030004291808721453,8.546726279971859,30.506129942630384,0.24141215158823306,4.599246284805031
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,43,30120.0,1,Acordado,-2.5230823757240006e-07,3.268857989806678e-05,1.0685432557522954e-09,-0.00011855599730912269,0.00012093591154977263,0.0002394919088588953,3.268410522125076e-05,0.10771856012374409,1.5884145705787551,5.531944391313708e-10,3.836108138949814e-11,9.575177746625327e-12,1.0961136450927693e-11,6.120918347184219e-10,0.9023027347696442,0.0625698781441388,0.015617852341848544,0.017878457728868424,14.054350632728488,52.31065163967595,0.24326510879805405,6.623157277773283
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,44,30150.0,1,Acordado,1.5743151060384918e-07,2.4344196149819538e-05,5.926398861808884e-10,-7.703056214836327e-05,9.643886162449345e-05,0.00017346942377285672,2.43406475721722e-05,0.05949538614195189,1.177570097251948,4.4382417240790156e-10,3.0692147273219635e-11,6.818574609244768e-12,1.0560661842319876e-11,4.918955561326859e-10,0.9004426331010084,0.062269068753700446,0.013833710863096583,0.02142575990171228,14.004231666023461,56.76535616647041,0.21515028787609386,5.240583799617179
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,45,30180.0,1,Acordado,-3.2072151610021434e-07,2.3626477368426e-05,5.58210432840746e-10,-8.993580171509477e-05,8.926110402613025e-05,0.00017919690574122503,2.3624716400146592e-05,-0.095243974267534,1.8535302401381184,3.5612595193787355e-10,2.8735510230374507e-11,6.396521605805249e-12,9.76178533853081e-12,4.01019769112584e-10,0.8858418896264326,0.0714778536732288,0.015910962836292585,0.024281853999565534,11.976453377756224,48.14776065256996,0.2151139010647031,4.927690936182245
SC4001E,SC4001E0-PSG.edf,SC4001EC-Hypnogram.edf,Fpz-Cz,100.0,46,30210.0,1,Acordado,3.166843573138162e-07,3.3596237265293975e-05,1.1287071583859277e-09,-0.00010134291820689304,0.0001181586466577137,0.00021950156486460673,3.359213020409145e-05,-0.1278668475601521,0.41834609484973395,6.967749990606696e-10,6.981228821897986e-11,1.0594995408723102e-11,1.3300490871916098e-11,7.904827735602885e-10,0.880341331910991,0.08820443167063086,0.013386261536766175,0.01680452350477212,9.839746978744186,60.092736089957796,0.14962085924916232,5.550166491531958
